#ID = Affymetrix Probe Set ID
#GB_LIST = GenBank Accession Number
#ORF = gene name
#ORGANISM = 
#Annotation Date = The date that the annotations for this probe array were last updated. It will generally be earlier than the date when the annotations were posted on the Affymetrix web site.
#Sequence Type = Indicates whether the sequence is an Exemplar, Consensus or Control sequence. An Exemplar is a single nucleotide sequence taken directly from a public database. This sequence could be an mRNA or EST. A Consensus sequence, is a nucleotide sequence assembled by Affymetrix, based on one or more sequence taken from a public database.
#Sequence Source = The database from which the sequence used to design this probe set was taken.
#Target Description = GenBank description associated with the representative public identifier. Blank for some probe sets.
#Representative Public ID = The accession number of a representative sequence. Note that for consensus-based probe sets, the representative sequence is only one of several sequences (sequence sub-clusters) used to build the consensus sequence and it is not directly used to derive the probe sequences. The representative sequence is chosen during array design as a sequence that is best associated with the transcribed region being interrogated by the probe set. Refer to the "Sequence Source" field to determine the database used.
#Gene Title = Title of Gene represented by the probe set.
#Gene Symbol = A gene symbol, when one is available (from UniGene).
#EntrezGeneId = Entrez Gene Database UID
#RefSeq Transcript ID = References to multiple sequences in RefSeq. The field contains the ID and Description for each entry, and there can be multiple entries per ProbeSet.
#Gene Ontology Biological Process = Gene Ontology Consortium Biological Process derived from LocusLink.  Each annotation consists of three parts: "Accession Number // Description // Evidence". The description corresponds directly to the GO ID. The evidence can be "direct", or "extended".
#Gene Ontology Cellular Component = Gene Ontology Consortium Cellular Component derived from LocusLink.  Each annotation consists of three parts: "Accession Number // Description // Evidence". The description corresponds directly to the GO ID. The evidence can be "direct", or "extended".
#Gene Ontology Molecular Function = Gene Ontology Consortium Molecular Function derived from LocusLink.  Each annotation consists of three parts: "Accession Number // Description // Evidence". The description corresponds directly to the GO ID. The evidence can be "direct", or "extended".
#SPOT_ID = 
ID	GB_LIST	ORF	ORGANISM	Annotation Date	Sequence Type	Sequence Source	Target Description	Representative Public ID	Gene Title	Gene Symbol	EntrezGeneId	RefSeq Transcript ID	Gene Ontology Biological Process	Gene Ontology Cellular Component	Gene Ontology Molecular Function	SPOT_ID
Ag.3R.1180.0_CDS_at	XM_317515		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000025922 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000025922 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1180 /SEG=chr3R:+3305913,3306434	Ag.3R.1180.0_CDS	AGAP007957-PA	AgaP_AGAP007957	1277995	XM_317515	---	---	---	ENSANGT00000025922
Ag.3R.1181.0_CDS_at	XM_317509		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000010712 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000010712 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1181 /SEG=chr3R:+3348791,3350279	Ag.3R.1181.0_CDS	AGAP007962-PA	AgaP_AGAP007962	1277989	XM_317509	0016055 // Wnt receptor signaling pathway // inferred from electronic annotation	0005783 // endoplasmic reticulum // inferred from electronic annotation /// 0005789 // endoplasmic reticulum membrane // inferred from electronic annotation /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral to membrane // inferred from electronic annotation	0008415 // acyltransferase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation	ENSANGT00000010712
Ag.3R.1182.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000012301 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000012301 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1182 /SEG=chr3R:+3628099,3629316	Ag.3R.1182.0_CDS	---	---		---	---	---	---	ENSANGT00000012301
Ag.3R.1183.1_CDS_a_at	XM_317476		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000011836 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000011836 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.1183 /SEG=chr3R:+3837619,3845535	Ag.3R.1183.1_CDS	AGAP007991-PA	AgaP_AGAP007991	1277958	XM_317476	0006629 // lipid metabolic process // inferred from electronic annotation	---	0003824 // catalytic activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation	ENSANGT00000011836
Ag.3R.1184.0_CDS_at	XM_317473		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000012393 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000012393 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1184 /SEG=chr3R:+3919239,3924514	Ag.3R.1184.0_CDS	AGAP007995-PA	AgaP_AGAP007995	1277955	XM_317473	---	---	---	ENSANGT00000012393
Ag.3R.1185.0_CDS_at	XM_555472		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000025666 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000025666 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1185 /SEG=chr3R:+3968517,3971603	Ag.3R.1185.0_CDS	AGAP007997-PA	AgaP_AGAP007997	3291628	XM_555472	---	---	---	ENSANGT00000025666
Ag.3R.1186.0_CDS_at	XM_317464		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000012356 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000012356 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1186 /SEG=chr3R:+3993528,3994789	Ag.3R.1186.0_CDS	AGAP008002-PA	AgaP_AGAP008002	1277948	XM_317464	---	---	---	ENSANGT00000012356
Ag.3R.1187.0_CDS_at	XM_555462		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000007067 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000007067 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1187 /SEG=chr3R:+3995361,3999113	Ag.3R.1187.0_CDS	AGAP008003-PA	AgaP_AGAP008003	3291629	XM_555462	---	---	---	ENSANGT00000007067
Ag.3R.1188.0_CDS_at	XM_317442		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000025103 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000025103 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1188 /SEG=chr3R:+4256184,4260224	Ag.3R.1188.0_CDS	AGAP008017-PA	AgaP_AGAP008017	1277930	XM_317442	---	0005634 // nucleus // inferred from electronic annotation	0003677 // DNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation	ENSANGT00000025103
Ag.3R.1189.0_CDS_at	XM_317442		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000028934 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000028934 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1189 /SEG=chr3R:+4269162,4271663	Ag.3R.1189.0_CDS	AGAP008017-PA	AgaP_AGAP008017	1277930	XM_317442	---	0005634 // nucleus // inferred from electronic annotation	0003677 // DNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation	ENSANGT00000028934
Ag.3R.119.0_CDS_x_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000012316 /FEA=ENS /TIER=CDS /DEF=PUTATIVE PUPAL-SPECIFIC CUTICULAR PROTEIN CP2D. (Source:SPTREMBL;Acc:O61486) /GEN=O61486 /ANNOT=ens:ENSANGT00000012316 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.119 /SEG=chr3R:+49909604,49910285	Ag.3R.119.0_CDS	---	---		---	---	---	0042302 // structural constituent of cuticle // inferred from electronic annotation	ENSANGT00000012316
Ag.3R.1190.0_CDS_at	XM_317442		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000029349 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000029349 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1190 /SEG=chr3R:+4271760,4272714	Ag.3R.1190.0_CDS	AGAP008017-PA	AgaP_AGAP008017	1277930	XM_317442	---	---	---	ENSANGT00000029349
Ag.3R.1191.0_CDS_at	XM_317442		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000011787 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000011787 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1191 /SEG=chr3R:+4273151,4273997	Ag.3R.1191.0_CDS	AGAP008017-PA	AgaP_AGAP008017	1277930	XM_317442	---	0005634 // nucleus // inferred from electronic annotation	0003677 // DNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation	ENSANGT00000011787
Ag.3R.1192.0_UTR_at	XM_317421		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000011650 /FEA=ENS /TIER=UTR /ANNOT=ens:ENSANGT00000011650 /EVID_CNT=2 /EVID_TYPE=ENS mRNA /GENE_CLUSTER=AffxAg.1192 /SEG=chr3R:+4800829,4803084	Ag.3R.1192.0_UTR	AGAP008041-PA	AgaP_AGAP008041	1277911	XM_317421	---	---	0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation	ENSANGT00000011650
Ag.3R.1192.1_a_at	XM_317421		Anopheles gambiae	22-Jun-11	---	---	gb:BX032158.1 /FEA=mRNA /TIER=mRNA /DEF=Single read from an extremity of a full-length cDNA clone made from Anopheles gambiae total adult females. 5-PRIME end of clone FK0AAA47DF06 of strain 6-9 of Anopheles gambiae (African malaria mosquito).  /EVID_CNT=1 /EVID_TYPE=mRNA /GENE_CLUSTER=AffxAg.1192 /SEG=chr3R:+4800829,4802116	Ag.3R.1192.1	AGAP008041-PA	AgaP_AGAP008041	1277911	XM_317421	---	---	0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation	
Ag.3R.1193.0_CDS_at	XM_001688981		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000011579 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000011579 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1193 /SEG=chr3R:+4839351,4845405	Ag.3R.1193.0_CDS	AGAP008046-PA	AgaP_AGAP008046	5668226	XM_001688981	---	---	---	ENSANGT00000011579
Ag.3R.1194.0_CDS_at	XM_001688980		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000006981 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000006981 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1194 /SEG=chr3R:+4850247,4856766	Ag.3R.1194.0_CDS	AGAP008047-PA	AgaP_AGAP008047	5668227	XM_001688980	---	---	0005488 // binding // inferred from electronic annotation	ENSANGT00000006981
Ag.3R.1195.0_CDS_at	XM_555394		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000028879 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000028879 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1195 /SEG=chr3R:+5066315,5067204	Ag.3R.1195.0_CDS	AGAP008071-PA	AgaP_AGAP008071	3291645	XM_555394	0006508 // proteolysis // inferred from electronic annotation	---	0004181 // metallocarboxypeptidase activity // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation	ENSANGT00000028879
Ag.3R.1196.0_CDS_at	XM_317347		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000006893 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000006893 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1196 /SEG=chr3R:+5827499,5828746	Ag.3R.1196.0_CDS	AGAP008110-PA	AgaP_AGAP008110	1277843	XM_317347	---	---	---	ENSANGT00000006893
Ag.3R.1197.0_CDS_at	XM_317345		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000010563 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000010563 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1197 /SEG=chr3R:+5831340,5832130	Ag.3R.1197.0_CDS	AGAP008112-PA	AgaP_AGAP008112	1277841	XM_317345	---	---	---	ENSANGT00000010563
Ag.3R.1198.0_CDS_at	XM_317335		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000010405 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000010405 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1198 /SEG=chr3R:+5917188,5918744	Ag.3R.1198.0_CDS	AGAP008124-PA	AgaP_AGAP008124	1277831	XM_317335	0005975 // carbohydrate metabolic process // inferred from electronic annotation	---	0003824 // catalytic activity // inferred from electronic annotation /// 0004553 // hydrolase activity, hydrolyzing O-glycosyl compounds // inferred from electronic annotation /// 0043169 // cation binding // inferred from electronic annotation	ENSANGT00000010405
Ag.3R.1199.0_CDS_at	XM_317325		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000027000 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000027000 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1199 /SEG=chr3R:+6050819,6051478	Ag.3R.1199.0_CDS	AGAP008136-PA	AgaP_AGAP008136	1277821	XM_317325	0006457 // protein folding // inferred from electronic annotation	---	0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003755 // peptidyl-prolyl cis-trans isomerase activity // inferred from electronic annotation /// 0016853 // isomerase activity // inferred from electronic annotation	ENSANGT00000027000
Ag.3R.12.2_s_at	XM_317463		Anopheles gambiae	22-Jun-11	---	---	gb:BX021490.1 /FEA=mRNA /TIER=mRNA /DEF=Single read from an extremity of a full-length cDNA clone made from Anopheles gambiae total adult females. 5-PRIME end of clone FK0AAA31DD12 of strain 6-9 of Anopheles gambiae (African malaria mosquito).  /EVID_CNT=2 /EVID_TYPE=mRNA /GENE_CLUSTER=AffxAg.12 /SEG=chr3R:-3999226,3999926	Ag.3R.12.2	AGAP008004-PA	AgaP_AGAP008004	1277947	XM_317463	---	---	---	
Ag.3R.120.0_CDS_at	XM_319286		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000012305 /FEA=ENS /TIER=CDS /GEN=SCRBQ1 /ANNOT=ens:ENSANGT00000012305 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.120 /SEG=chr3R:+49974622,49976167	Ag.3R.120.0_CDS	scavenger receptor class B, croquemort type (AGAP010132-PA)	SCRBQ1	1279552	XM_319286	0007155 // cell adhesion // inferred from electronic annotation	0016020 // membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	ENSANGT00000012305
Ag.3R.1200.0_CDS_at	XM_317325		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000006861 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000006861 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1200 /SEG=chr3R:+6051477,6053041	Ag.3R.1200.0_CDS	AGAP008136-PA	AgaP_AGAP008136	1277821	XM_317325	0006457 // protein folding // inferred from electronic annotation	---	0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003755 // peptidyl-prolyl cis-trans isomerase activity // inferred from electronic annotation /// 0016853 // isomerase activity // inferred from electronic annotation	ENSANGT00000006861
Ag.3R.1201.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000010485 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000010485 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1201 /SEG=chr3R:+6191657,6198083	Ag.3R.1201.0_CDS	---	---		---	---	---	---	ENSANGT00000010485
Ag.3R.1202.0_CDS_at	XM_317311		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000006849 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000006849 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1202 /SEG=chr3R:+6223868,6227226	Ag.3R.1202.0_CDS	AGAP008152-PA	AgaP_AGAP008152	1277810	XM_317311	---	---	0005515 // protein binding // inferred from electronic annotation	ENSANGT00000006849
Ag.3R.1203.0_CDS_at	XM_555310		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000028693 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000028693 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1203 /SEG=chr3R:+6244716,6246015	Ag.3R.1203.0_CDS	AGAP008154-PA	AgaP_AGAP008154	3291664	XM_555310	0005975 // carbohydrate metabolic process // inferred from electronic annotation /// 0019318 // hexose metabolic process // inferred from electronic annotation	---	0003824 // catalytic activity // inferred from electronic annotation /// 0016853 // isomerase activity // inferred from electronic annotation /// 0030246 // carbohydrate binding // inferred from electronic annotation	ENSANGT00000028693
Ag.3R.1204.0_CDS_at	XM_317305		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000006842 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000006842 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1204 /SEG=chr3R:+6265010,6265602	Ag.3R.1204.0_CDS	AGAP008158-PA	AgaP_AGAP008158	1277804	XM_317305	---	---	0003824 // catalytic activity // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0016810 // hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds // inferred from electronic annotation	ENSANGT00000006842
Ag.3R.1205.0_CDS_at	XM_317301		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000023075 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000023075 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1205 /SEG=chr3R:+6273483,6274531	Ag.3R.1205.0_CDS	AGAP008160-PA	AgaP_AGAP008160	1277801	XM_317301	---	---	---	ENSANGT00000023075
Ag.3R.1206.0_CDS_at	XM_317294		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000010452 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000010452 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1206 /SEG=chr3R:+6300200,6302061	Ag.3R.1206.0_CDS	AGAP008167-PA	AgaP_AGAP008167	1277796	XM_317294	---	---	---	ENSANGT00000010452
Ag.3R.1206.0_UTR_at	XM_317294		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000010452 /FEA=ENS /TIER=UTR /ANNOT=ens:ENSANGT00000010452 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1206 /SEG=chr3R:+6300200,6302061	Ag.3R.1206.0_UTR	AGAP008167-PA	AgaP_AGAP008167	1277796	XM_317294	---	---	---	ENSANGT00000010452
Ag.3R.1206.1_a_at	XM_317294		Anopheles gambiae	22-Jun-11	---	---	gb:BM615617 /FEA=EST /TIER=mRNA /EVID_CNT=2 /EVID_TYPE=EST /GENE_CLUSTER=AffxAg.1206 /SEG=chr3R:+6299173,6300481	Ag.3R.1206.1	AGAP008167-PA	AgaP_AGAP008167	1277796	XM_317294	---	---	---	
Ag.3R.1207.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000025748 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000025748 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1207 /SEG=chr3R:+6391483,6392828	Ag.3R.1207.0_CDS	---	---		---	---	---	---	ENSANGT00000025748
Ag.3R.1208.0_CDS_at	XM_555286		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000026658 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000026658 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1208 /SEG=chr3R:+6401250,6402824	Ag.3R.1208.0_CDS	AGAP008178-PA	AgaP_AGAP008178	3291671	XM_555286	---	---	---	ENSANGT00000026658
Ag.3R.1209.1_CDS_a_at	XM_317282		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000027193 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000027193 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.1209 /SEG=chr3R:+6457481,6462327	Ag.3R.1209.1_CDS	AGAP008185-PA	AgaP_AGAP008185	1277785	XM_317282	---	0016020 // membrane // inferred from electronic annotation /// 0016021 // integral to membrane // inferred from electronic annotation	0005509 // calcium ion binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation	ENSANGT00000027193
Ag.3R.121.0_CDS_at	XM_317762		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000023082 /FEA=ENS /TIER=CDS /GEN=GPRgr46 /ANNOT=ens:ENSANGT00000023082 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.121 /SEG=chr3R:-307778,314240	Ag.3R.121.0_CDS	gustatory receptor (AGAP007756-PA)	GPRGR46	1278210	XM_317762	---	---	---	ENSANGT00000023082
Ag.3R.1210.0_CDS_at	XM_317274		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000022023 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000022023 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1210 /SEG=chr3R:+6568336,6568785	Ag.3R.1210.0_CDS	AGAP008194-PA	AgaP_AGAP008194	1277777	XM_317274	---	---	---	ENSANGT00000022023
Ag.3R.1211.0_CDS_at	XM_317233		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000011945 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000011945 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1211 /SEG=chr3R:+7550795,7555405	Ag.3R.1211.0_CDS	AGAP008236-PA	AgaP_AGAP008236	1277743	XM_317233	---	---	---	ENSANGT00000011945
Ag.3R.1212.0_CDS_at	XM_317233		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000025895 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000025895 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1212 /SEG=chr3R:+7555937,7558486	Ag.3R.1212.0_CDS	AGAP008236-PA	AgaP_AGAP008236	1277743	XM_317233	---	---	---	ENSANGT00000025895
Ag.3R.1213.0_CDS_at	XM_317223		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000011904 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000011904 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1213 /SEG=chr3R:+7784097,7789796	Ag.3R.1213.0_CDS	AGAP008245-PA	AgaP_AGAP008245	1277735	XM_317223	---	---	---	ENSANGT00000011904
Ag.3R.1214.0_CDS_a_at	XM_317198		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000011952 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000011952 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1214 /SEG=chr3R:+8124665,8125631	Ag.3R.1214.0_CDS	AGAP008272-PA	AgaP_AGAP008272	1277712	XM_317198	---	---	---	ENSANGT00000011952
Ag.3R.1215.0_CDS_at	XM_317162		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000006713 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000006713 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1215 /SEG=chr3R:+8793108,8802076	Ag.3R.1215.0_CDS	AGAP008304-PA	AgaP_AGAP008304	1277681	XM_317162	0007165 // signal transduction // inferred from electronic annotation	---	0003824 // catalytic activity // inferred from electronic annotation /// 0004114 // 3',5'-cyclic-nucleotide phosphodiesterase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation	ENSANGT00000006713
Ag.3R.1216.0_CDS_a_at	XM_317156		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000022779 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000022779 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1216 /SEG=chr3R:+8840741,8852503	Ag.3R.1216.0_CDS	AGAP008310-PA	AgaP_AGAP008310	1277676	XM_317156	---	---	---	ENSANGT00000022779
Ag.3R.1216.0_UTR_a_at	XM_001688952, XM_317156		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000022779 /FEA=ENS /TIER=UTR /ANNOT=ens:ENSANGT00000022779 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1216 /SEG=chr3R:+8840741,8852503	Ag.3R.1216.0_UTR	AGAP008309-PA /// AGAP008310-PA	AgaP_AGAP008309 /// AgaP_AGAP008310	1277676 /// 5668286	XM_001688952 /// XM_317156	---	---	---	ENSANGT00000022779
Ag.3R.1217.0_CDS_a_at	XM_317151		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000018290 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000018290 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1217 /SEG=chr3R:+8872591,8873321	Ag.3R.1217.0_CDS	AGAP008315-PA	AgaP_AGAP008315	1277672	XM_317151	---	---	0016740 // transferase activity // inferred from electronic annotation /// 0016757 // transferase activity, transferring glycosyl groups // inferred from electronic annotation	ENSANGT00000018290
Ag.3R.1218.0_CDS_at	XM_317148		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000018278 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000018278 /EVID_CNT=2 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.1218 /SEG=chr3R:+8961471,8962865	Ag.3R.1218.0_CDS	AGAP008318-PA	AgaP_AGAP008318	1277669	XM_317148	---	---	---	ENSANGT00000018278
Ag.3R.1219.0_CDS_a_at	XM_317143		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000017753 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000017753 ens:ENSANGT00000026002 /EVID_CNT=2 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.1219 /SEG=chr3R:+9039019,9045321	Ag.3R.1219.0_CDS	AGAP008320-PA	AgaP_AGAP008320	1277664	XM_317143	---	0016020 // membrane // inferred from electronic annotation	---	ENSANGT00000017753
